,participant,original_text,text,label
6750,1, so I want to work on few real time data science projects,so want to work on few real time data science project,like_project_month
6754,1," Great and how does it work, on how many projects can I be trained",great and how do it work on how many project can be train,want_project_level
6755,2, demo is a gmeet session to give an insight of our platform,demo be gmeet session to give an insight of our platform,walk_insight_platform_project
6756,2, you get a complete  access to our platform,you get complete access to our platform,walk_insight_platform_project
6757,1," Great and what if I am interested in any other projects on my own, do anyone from your platform would help on it?",great and what if be interested in any other project on my own do anyone from your platform would help on it,like_project_month
6759,1, so what are the charges,so what be the charge,look_price_fee
6761,1, So here I get access only to the projects and code,so here get access only to the project and code,like_project_month
6762,1, or there will be any mentoring,or there will be any mentor,like_project_month
6764,1, Can I have a demo please,can have demo please,demo_demo_session
6767,2, convenient time for the demo,convenient time for the demo,demo_demo_session
6769,1, 10:30pm IST,pm ist,like_project_month
6770,1, would that be fine,would that be fine,ok_laptop_fine_thank
6771,1, Hello are we connected?,hello be we connect,like_project_month
6774,1, perfect :),perfect,great
6782,1, I am looking for MLOPS course,be look for mlop course,enrol_course_student
6783,1, and project support,and project support,like_project_month
6785,2, we do have mlops projects,we do have mlop project,add_project_month
6789,1, I need project support,need project support,like_project_month
6790,1, do you provide that,do you provide that,like_project_month
6791,1, and also ur package is bit costly,and also ur package be bit costly,look_price_fee
6792,1, 100$ per month and 6 month subscription,per month and month subscription,pay_subscription_month
6794,1, I am a data engineer,be data engineer,look_project_data_science
6795,1, I works on cloud technologies,work on cloud technology,look_project_aws
6796,2, 6 months access is for 1080$,month access be for,access_access_month
6797,2, 12 months is for 1260$,month be for,pay_subscription_month
6799,1, I already have knowledge of ML,already have knowledge of ml,like_project_month
6800,1, I am looking for someone who can support,be look for someone who can support,enrol_course_student
6802,2, this will give an idea what exactly our plat form do and wht kind of services we provide,this will give an idea what exactly our plat form do and wht kind of service we provide,enroll_projectpro_today_process
6806,1, Monday to thursday .8-10 pm PST,monday to thursday pm pst,time_time_tomorrow_pm
6808,2, will share you an invitation for the same,will share you an invitation for the same,send_invite_team_calendar
6809,1," ok,thnx",okthnx,okk_studnet
6810,1," interested in the bitcon data mining project ,",interested in the bitcon data mining project,like_project_month
6811,1," i am a brand new data analyst student and have no programming experience  and basic sql query skills , what projects do you have for newbees?",be brand new data analyst student and have no programming experience and basic sql query skill what project do you have for newbee,like_project_month
6814,2, few of them are these,few of they be these,like_project_month
6815,1," is this a beginer project ,",be this beginer project,like_project_month
6816,1, i have amz free tier?,have amz free tier,demo_demo_session
6817,2, not a beginner  project,not beginner project,like_project_month
6819,1," i am in a data analyst training , we have done some sql with sql lite, postgres. some python pandas, maptplot, seaborn, Taleau, and into to AWS services, pipline, glue, athena, redshipt, glue brew and amzn data data viz program",be in data analyst training we have do some sql with sql lite postgres some python panda maptplot seaborn taleau and into to aws service pipline glue athena redshipt glue brew and amzn data data viz program,python_python_project
6821,1, I have to complete and present 3 projects by the end of month,have to complete and present project by the end of month,like_project_month
6823,1, and in the process I want to learn some aws data analytics services and build my skill set,and in the process want to learn some aws data analytic service and build my skill set,look_project_aws
6826,1," yes, please, I would like to have a projct that links s3, athena, glue and quicksight and use the free tier.",yes please would like to have projct that link athena glue and quicksight and use the free tier,send_email_team
6827,2, Demo is not a trial,demo be not trial,like_project_month
6828,1, what is a demo?,what be demo,demo_demo_session
6829,2, its  a 20 minute session to give you an insight of our platform,its minute session to give you an insight of our platform,walk_insight_platform_project
6831,2, since we have a90 days no question complete refund policy in place,since we have day no question complete refund policy in place,refund_refund_day
6832,1," I coding skills are lacking, so i am looking for project that are coding light.",code skill be lack so be look for project that be code light,like_project_month
6835,2, Even the codes are explained in these videos,even the code be explain in these video,like_project_month
6837,1," wow, thats amazing and for someone who is coding challenge do you have projects for me?",wow that amazing and for someone who be code challenge do you have project for I,like_project_month
6843,1, i am in est 7pm? tomorrow?,be in e pm tomorrow,time_time_tomorrow_pm
6844,1, I would Like a project like thei,would like project like thei,want_project_level
6847,1, what info do you need ?,what info do you need,enroll_projectpro_today_process
6848,2, just your contact number in case you dont show up we can remind you,just your contact number in case you do not show up we can remind you,provide_number_contact
6850,1, is someone available now,be someone available now,like_project_month
6852,2, in 10  minutes,in minute,time_time_tomorrow_pm
6853,1, i am available,be available,enrol_course_student
6856,1, via email?,via email,send_email_team
6859,1," accepted the invite, are you in India?",accept the invite be you in india,send_invite_team_calendar
6861,1, you teach Tableau too ?,you teach tableau too,like_project_month
6862,2, you can learn,you can learn,like_project_month
6863,2, fromour platform,fromour platform,walk_insight_platform_project
6864,1, going to demo now,go to demo now,demo_demo_session
6869,1, want to join this course,want to join this course,enrol_course_student
6872,1, team lead in Leading IT org,team lead in lead it org,send_email_team
6875,2, would you like to proceed with emi,would you like to proceed with emi,pay_card_emi_cost
6876,2, or single shot,or single shot,like_project_month
6877,1," earlier it was discussed with me 49900 and it was agreed, and i assured i will join this course",early it be discuss with I and it be agree and assure will join this course,enrol_course_student
6878,2, when did you did you discuss,when do you do you discuss,like_project_month
6879,2, this month,this month,like_project_month
6880,1, and enquiry here because i lost his number,and enquiry here because lose his number,provide_number_contact
6881,1, previous month,previous month,like_project_month
6882,2, now that price is not available,now that price be not available,look_price_fee
6883,1, and assured t the beginning of this month i took,and assure the beginning of this month take,pay_subscription_month
6884,2, our team connected with you and you  did not enroll,our team connect with you and you do not enroll,send_email_team
6885,2, on june 1st,on june st,like_project_month
6886,2, we cant provide that price any moe,we can not provide that price any moe,like_project_month
6887,1, yes taht time they told cancellation not possible,yes taht time they tell cancellation not possible,pay_subscription_month
6889,1, thank u,thank,thank_thank_ohkk
6890,2, i can help you with last months price which is 72000/-,can help you with last month price which be,help_discount_price
6891,1," no 49900 we agreed, if you provide that price i took & renew also next year",no we agree if you provide that price take renew also next year,like_project_month
6892,2, that price is not possible,that price be not possible,like_project_month
6897,1, I want to do some projects,want to do some project,like_project_month
6899,1, just to gain experience and confidence,just to gain experience and confidence,like_project_month
6901,1, I am currently working as a project manager,be currently work as project manager,look_project_data_science
6902,1, But I might have to handle some data science projects,but might have to handle some datum science project,like_project_month
6904,1, so for that I want to do some projects and need some guidance on that,so for that want to do some project and need some guidance on that,want_project_level
6909,1, and do I have lifetime access to these projects or how is it?,and do have lifetime access to these project or how be it,like_project_month
6910,2, would you like to have a demo to get an insight of our platform,would you like to have demo to get an insight of our platform,walk_insight_platform_project
6911,2, we have 230+ projects as on today and every month we add 15 to 20 projects,we have project as on today and every month we add to project,add_project_month
6912,2, its a subscription model,its subscription model,pay_subscription_month
6913,2, 12 months access and post 12 months you can renew the access,month access and post month you can renew the access,like_project_month
6915,2, we have lifetime access also,we have lifetime access also,like_project_month
6917,2, would you  like to have a demo,would you like to have demo,like_demo_enrollment
6918,1," yes, but that I can do it on my own convenience,right?",yes but that can do it on my own convenienceright,yeah_inivte_day_term
6919,2, demo is a google meet one on one session,demo be google meet one on one session,demo_demo_session
6920,2, not a trial,not trial,provide_trial_platform_demo
6921,1," oh, then I need to know the timings and date",oh then need to know the timing and date,schedule_session_pm_today
6922,1, as I have got an office,as have get an office,like_project_month
6923,2, you can set up a demo as per your convenience,you can set up demo as per your convenience,demo_demo_session
6927,1, will update you on timings,will update you on timing,schedule_session_pm_today
6930,1, Is it for basic learners,be it for basic learner,enrol_course_student
6932,2, we have 2 types of cutomers,we have type of cutomer,provide_trial_platform_demo
6933,2, beginners and professionals,beginner and professional,like_project_month
6935,2, beginners use this platform to get good hands on experience build their portfolio,beginner use this platform to get good hand on experience build their portfolio,like_project_month
6936,2, Professionals use this platform as a reference and reuse the templets in their live projects,professional use this platform as reference and reuse the templet in their live project,like_project_month
6942,1, But subscription is quite expensive,but subscription be quite expensive,pay_subscription_month
6943,1, Is there any other plan ?,be there any other plan,pay_subscription_month
6946,1, what is the plan,what be the plan,like_project_month
6947,2, we have 2 plans 6 month and 12 month. I can help you with  a disocunted price,we have plan month and month can help you with disocunte price,pay_subscription_month
6949,1, I know and saw the two plans,know and see the two plan,pay_subscription_month
6950,1, That too it will charge the amount once right ?,that too it will charge the amount once right,like_project_month
6951,2, we dont have other plans can help you with disocunts,we do not have other plan can help you with disocunt,provide_plan_month_payment
6952,2, where are you based out now,where be you base out now,like_project_month
6953,1, what is the price after discount ?,what be the price after discount,help_discount_price
6955,2, 1080 $ for 12 months access.,for month access,like_access_month
6956,2, India we can provide you 12 no cost EMI,india we can provide you no cost emi,pay_card_emi_cost
6958,2, discounted price is 76000/- with 12 no cost emi,discount price be with no cost emi,like_project_month
6959,1, still out of my budget. any way thanks for your time,still out of my budget any way thank for your time,look_price_fee
6963,2, will help you with the student discounted price,will help you with the student discount price,like_project_month
6964,1, I don't have any college email id,do not have any college email,send_email_team
6965,2, do you have your college id  card,do you have your college card,use_card_credit
6967,2, share me that,share I that,share_link_thse
6968,1, Ok. Email id please ?,ok email please,send_email_team
6969,1, what is the price with student discount ?,what be the price with student discount,discount_price_student
6970,2, you can drop it to,you can drop it to,like_project_month
6971,1, Ok. Can you plz confirm the price after student discount ?,ok can you plz confirm the price after student discount,like_project_month
6972,2, please share the Id i will get the price once io provide the proof,please share the will get the price once io provide the proof,look_price_fee
6977,1, signup,signup,enroll_projectpro_today_process
6981,1, can you tell me how I can sign up,can you tell I how can sign up,enroll_projectpro_today_process
6983,1, Is there a demo period before buying it?,be there demo period before buy it,demo_demo_session
6984,1, in order to check it out,in order to check it out,like_project_month
6987,2, we dont have trial,we do not have trial,provide_trial_platform_demo
6988,1, that would be perfect,that would be perfect,ok_laptop_fine_thank
6990,1, in 30?,in,like_kathamndu_shot
6991,1, is it ok?,be it ok,ok_laptop_fine_thank
6993,1, how it is done?,how it be do,enroll_projectpro_today_process
6994,1, the demo,the demo,demo_demo_session
6996,1, duration?,duration,like_project_month
6999,1, send me an e-mail to arrange it for tomorrow,send I an mail to arrange it for tomorrow,send_email_team
7001,1, to have free time to discuss it more thoroughly,to have free time to discuss it more thoroughly,like_project_month
7002,1, the same time,the same time,like_project_month
7003,2, and please share me your contact number,and please share I your contact number,provide_number_contact
7012,2, time,time,time_time_tomorrow_pm
7014,1, after 6:30 pm,after pm,like_project_month
7016,1, or 5:30 pm,or pm,like_project_month
7018,1, tell me one thing,tell I one thing,like_project_month
7019,1, this 11000/- plan,this plan,like_project_month
7020,1, is it for every month,be it for every month,pay_subscription_month
7021,1, or its total for 6 month,or its total for month,pay_subscription_month
7022,2, 6 months access for 66000 with 6 no cost emi where monthly emi is 11000/-,month access for with no cost emi where monthly emi be,pay_card_emi_cost
7023,1, ohhhh,ohhhh,great
7024,2, 12 months is for 72000/-,month be for,pay_subscription_month
7026,2, what do you  do,what do you do,like_project_month
7027,1, you will also teach us,you will also teach we,enrol_course_student
7028,1, whats the prerequisite before taking this,what the prerequisite before take this,enroll_projectpro_today_process
7030,1, lets discuss on call,let discuss on call,arrange_conversation_level_team
7032,1, arrange a call at 5:30 pm,arrange call at pm,arrange_conversation_level_team
7034,1, i want to do career change,want to do career change,look_project_data_science
7039,1, Need ridge regression project,need ridge regression project,like_project_month
7043,1, Machine Learning,machine learning,like_project_month
7046,2, these are the projects that we are having,these be the project that we be have,like_project_month
7047,1, Okay let me check,okay let I check,let_link_way_level
7048,2, to access the complete project you need to enroll with us,to access the complete project you need to enroll with we,like_project_month
7049,1, What is the process and charges?,what be the process and charge,look_price_fee
7051,2, can you provide your college email id,can you provide your college email,send_email_team
7052,2, i can help you with a stiudent disocunted price,can help you with stiudent disocunte price,help_discount_price
7054,2, student discounted price is,student discount price be,discount_price_student
7055,2, 519$ for 12 months access,for month access,like_access_month
7056,1, I need for 3 months,need for month,pay_subscription_month
7058,2, if i customize also it will be 499$,if customize also it will be,like_project_month
7059,2, no fi=urther discounts,no fiurther discount,help_discount_price
7060,2, further*,far,like_kathamndu_shot
7061,1," Okay, Thank you Anjali",okay thank you anjali,thank_anjali_help_time
7065,1, how are u,how be,like_project_month
7070,1, good,good,great
7072,2, how may i hewlp,how may hewlp,help
7073,2, help,help,reply_help_mam
7074,1, can you help me find a good project related to deep learm=ning,can you help I find good project relate to deep learmning,want_project_level
7075,1, *learning,learn,like_project_month
7079,1, thank you gorgeous,thank you gorgeous,thank_anjali_help_time
7081,1, well im working on machine learning and related fields like deep learning etc,well work on machine learning and relate field like deep learning etc,like_project_month
7085,1, what do you do,what do you do,like_project_month
7086,1, other than this?,other than this,like_project_month
7087,1, are you lost??,be you lose,enrol_course_student
7089,2, this is what i do ..,this be what do,like_kathamndu_shot
7090,1, oh i see,oh see,like_project_month
7091,1, where u from tho,where from tho,like_project_month
7092,2, We are based out of bangalore,we be base out of bangalore,base_office_indian_bangalore
7093,1, woow,woow,okk_studnet
7095,1, how is the weather there,how be the weather there,time_time_today
7096,1, i guess so,guess so,yeah_inivte_day_term
7099,2, Annual Plan : Rs 72000,annual plan rs,rs_subscroption_plan_price
7100,2," if you enroll now, we can provide you a discount of Rs 5000",if you enroll now we can provide you discount of rs,help_discount_price
7101,2, so your pricing will be Rs 67000,so your pricing will be rs,look_price_fee
7103,1, ok its,ok its,ok_ya
7105,1, ok gotta go. see u soon anjali,ok get to go see soon anjali,like_project_month
7108,2, I will ask my team to drop an email ..,will ask my team to drop an email,send_email_team
7113,1, Can you please elaborate more?,can you please elaborate more,like_project_month
7116,1, I want to know more about this,want to know more about this,like_project_month
7118,1, So if we bring new projects will we get assistance on that,so if we bring new project will we get assistance on that,want_project_level
7122,1, How can we subscribe to this?,how can we subscribe to this,like_project_month
7126,1, ok can we pay per month basis?,ok can we pay per month basis,pay_subscription_month
7127,2, either you can make a one time payment,either you can make one time payment,pay_link_payment_time
7129,2, you can pay using a 12 month no cost emi using a credit card,you can pay use month no cost emi use credit card,pay_card_emi_cost
7130,1, ok what if we want to unsubscribe from the projects?,ok what if we want to unsubscribe from the project,pay_subscription_month
7132,2, We provide an unlimited no questions asked refund - you may sign up and if you don't think we are adding value to you - you can ask for a full refund in the first 90-days,we provide an unlimited no question ask refund you may sign up and if you do not think we be add value to you you can ask for full refund in the first day,refund_refund_day
7133,1, and how can we do that.,and how can we do that,schedule_session_pm_today
7134,2, you just have to send us an email,you just have to send we an email,send_email_team
7136,1, what about i want to unsubscribe after 5 months. will i have to pay for rest 7 months also,what about want to unsubscribe after month will have to pay for rest month also,pay_subscription_month
7138,2, refund policy is applicable for 3 months',refund policy be applicable for month,refund_refund_day
7139,1, so in 3 months if we ask to unsubscribe you will do otherwise not?,so in month if we ask to unsubscribe you will do otherwise not,pay_subscription_month
7140,1, why so?,why so,like_project_month
7141,1, when can we have demo?,when can we have demo,like_project_month
7142,2, Its a policy,its policy,like_kathamndu_shot
7143,2, whatever time you recomend ?,whatever time you recomend,like_project_month
7146,1, 5 minutes,minute,time_time_tomorrow_pm
7150,2, what time you want me to schedule the demo,what time you want I to schedule the demo,like_project_month
7151,1, can we have now?,can we have now,schedule_session_pm_today
7153,2, let me  check,let I check,let_link_way_level
7154,1, there?,there,like_kathamndu_shot
7155,2, Yes ... I have checked with my team .. is it possible for a demo at 10 pm,yes have check with my team be it possible for demo at pm,demo_demo_session
7156,2, 10 mons from now?,mon from now,like_project_month
7157,2, 10 mins,min,time_time_tomorrow_pm
7160,2, My team has sent the invite,my team have send the invite,send_invite_team_calendar
7161,2, please join by 10 pm,please join by pm,like_project_month
7169,1, do various DS projects have source code ?,do various ds project have source code,like_project_month
7173,1, I am looking for job in data science. I have 12 years of experience in Data Enggineering#,be look for job in data science have year of experience in datum enggineere,look_project_data_science
7174,1, I have learned ML but need to understand more various use cases and  build intutions,have learn ml but need to understand more various use case and build intution,like_project_month
7176,1, is there any free trials available,be there any free trial available,like_project_month
7177,1, I want to try with few projects,want to try with few project,want_project_level
7178,1, also let me know how you can help me with interview prep,also let I know how you can help I with interview prep,dig_interview_resume
7179,2, so you are looking for  hands on experience,so you be look for hand on experience,enrol_course_student
7181,2, we dont have free projects,we do not have free project,like_project_month
7182,1," who are mentors, I meant their profile",who be mentor mean their profile,like_project_month
7183,2, you can check on our website,you can check on our website,like_project_month
7184,2, experts,expert,like_project_month
7188,1, what are charges. Minimum charge as I am unemployed as of now,what be charge minimum charge as be unemployed as of now,look_price_fee
7190,2, we are currently running with some discounts .,we be currently run with some discount,help_discount_price
7191,2, the discounted price is  780$,the discount price be,help_discount_price
7192,2, valid till 30/05/2022,valid till,help_discount_price
7193,1, ohh. so costly,ohh so costly,like_project_month
7194,1, is there any plan for 3 months,be there any plan for month,pay_subscription_month
7195,2, every month the price increases on our platform as we add new projects. the new price 1160$ will be up updated tomorrow,every month the price increase on our platform as we add new project the new price will be up update tomorrow,like_project_month
7196,2, we have a 3 months plan 499$,we have month plan,like_project_month
7197,1, any discount on 3 months plan pls,any discount on month plan pls,provide_plan_month_payment
7199,1, ohh. sad,ohh sad,great
7200,2, that is a disocunted price,that be disocunte price,look_price_fee
7202,1," I dont want to subscribe, that is way not interested in giving details.",do not want to subscribe that be way not interested in give detail,pay_subscription_month
7205,1, I cannot effort coslty services. for 2 months if there is something below 100 dollor. then I can efford,can not effort coslty service for month if there be something below dollor then can efford,pay_subscription_month
7206,2, was checking if i can help you with some installments,be check if can help you with some installment,help_discount_price
7208,2, we dont have any such  access,we do not have any such access,provide_plan_month_payment
7209,1, what u show in demo,what show in demo,demo_demo_session
7210,1, I would like to take a demo class to understand services better,would like to take demo class to understand service well,demo_demo_session
7211,2, demo is giving an insight to our platform,demo be give an insight to our platform,walk_insight_platform_project
7213,2," walkthrough projects, platform additional services etc",walkthrough project platform additional service etc,walk_insight_platform_project
7214,1, can I get a free demo of a project as mentioned on site,can get free demo of project as mention on site,like_project_month
7215,2, let me know your convenient time for the demo and  for getting a demo you need to provide your email,let I know your convenient time for the demo and for get demo you need to provide your email,demo_demo_session
7216,2, demo is free,demo be free,demo_demo_session
7217,2, its not a trial,its not trial,provide_trial_platform_demo
7218,1, you are at which time zone,you be at which time zone,time_time_today
7219,2, since we have this 90 days no question refund for annual subscription we dont provide any trial,since we have this day no question refund for annual subscription we do not provide any trial,refund_refund_day
7220,2, Ours is a global platform and we work 24/7,ours be global platform and we work,walk_insight_platform_project
7221,2, you can provide your convenient time,you can provide your convenient time,let_time_conveninet_location
7222,1, today at 5pm Berlin time (8:30 pm IST),today at pm berlin time pm ist,time_time_tomorrow_pm
7224,1, my email,my email,send_email_team
7228,1, will demo given by someone who know ML or Marketing personnel,will demo give by someone who know ml or marketing personnel,demo_demo_session
7230,1, yes a demo i want,yes demo want,demo_demo_session
7232,2, and your conveninet time,and your conveninet time,let_time_conveninet_location
7233,1, morning in IST is fine,morning in ist be fine,like_project_month
7234,1, 10 - 11am,be,enrol_course_student
7235,2, are you an indian,be you an indian,base_office_indian_bangalore
7239,2, we provide 12 no cost emi on indian credit card,we provide no cost emi on indian credit card,pay_card_emi_cost
7240,1, i have it,have it,like_project_month
7241,2, then it is easy . because in $ installments their is an addition interest and they check your credit score,then it be easy because in installment their be an addition interest and they check your credit score,depend_score_credit_history
7242,2, for inr its easy and its no cost emi,for inr its easy and its no cost emi,pay_card_emi_cost
7244,2, our team will drop you an email and an invitation,our team will drop you an email and an invitation,send_invite_team_calendar
7246,2, tomorrow morning you want the demo,tomorrow morning you want the demo,demo_demo_session
7249,1, i see there is 6000 per month for 12 months,see there be per month for month,pay_subscription_month
7250,1, and refundable within 30 days,and refundable within day,refund_refund_day
7251,1, is that correct,be that correct,ok_laptop_fine_thank
7252,2, 90 days is applicable for both us and india,day be applicable for both us and india,base_office_indian_bangalore
7253,2, but for both us and india student discount price its not applicable,but for both us and india student discount price its not applicable,discount_price_student
7254,1, havent understood,have not understand,like_project_month
7255,2, 12 months access is 72000/- for India with refund,month access be for india with refund,refund_refund_day
7256,2, 12 Months access is 1080$ for US with refund,month access be for we with refund,refund_refund_day
7257,2, student discounted price for india is 51900/- no refund policy applicable,student discount price for india be no refund policy applicable,refund_refund_day
7258,1, okay i got it,okay get it,like_project_month
7260,2, student discounted price for US is 684$ refund policy not applicable,student discount price for we be refund policy not applicable,refund_refund_day
7262,2, so in inr student disocunted price will be 51900/-,so in inr student disocunte price will be,discount_price_student
7263,2, please procide your contact number,please procide your contact number,provide_number_contact
7264,2, US number,we number,provide_trial_platform_demo
7265,1, i am in india,be in india,base_office_indian_bangalore
7267,1, i got an email,get an email,send_email_team
7270,1, is the demo of a project of my choice from the list ?,be the demo of project of my choice from the list,like_project_month
7271,1, i'd prefer that,prefer that,like_project_month
7273,2, its a 30 minute demo to give you a walk through how our platform is,its minute demo to give you walk through how our platform be,walk_insight_platform_project
7274,2, to give a complete insight,to give complete insight,like_project_month
7280,1, is the payment monthly or upfront,be the payment monthly or upfront,pay_subscription_month
7281,2, we provide installment option also,we provide installment option also,like_project_month
7283,1, im a working professional in data science,work professional in data science,look_project_data_science
7284,1, will soon go for MS,will soon go for ms,arrange_conversation_level_team
7285,1, are there student discounts,be there student discount,like_project_month
7288,2, 12 months is for 1080$,month be for,pay_subscription_month
7289,2, student  discounted price is 684$,student discount price be,discount_price_student
7290,2, see this price is not available  now . if you enroll now i can get an approval.,see this price be not available now if you enroll now can get an approval,help_discount_price
7291,1, can this 684 be paid monthly ?,can this be pay monthly,pay_subscription_month
7293,1, and what are the cancellation / refund policies ?,and what be the cancellation refund policy,refund_refund_day
7294,2, we have tie up with affirm . they will check your credit score,we have tie up with affirm they will check your credit score,depend_score_credit_history
7295,2, no refund on student disocunted price,no refund on student disocunte price,refund_refund_day
7296,2, discounted price,discount price,help_discount_price
7297,1, okay but you can cancel anytime right ?,okay but you can cancel anytime right,pay_subscription_month
7299,2, once you enroll it will be for 12 months,once you enroll it will be for month,like_project_month
7300,1, is there a 3 month plan,be there month plan,pay_subscription_month
7302,2, 499$ for 3 months,for month,like_project_month
7303,2, single shot paymnet,single shot paymnet,like_project_month
7304,2, no refund policy applicable,no refund policy applicable,refund_refund_day
7306,2, 12 months student discounted price 684$ is valid till today. the new price will be  updated  todnight,month student discount price be valid till today the new price will be update todnight,like_project_month
7307,2, then the new price will be 799$,then the new price will be,like_project_month
7310,1," i will have to think about it 12 months is too long for me, 3 months is fine but i want to do monthly",will have to think about it month be too long for I month be fine but want to do monthly,pay_subscription_month
7311,2, 3 months we dont provide installments,month we do not provide installment,provide_plan_month_payment
7312,2, 12 months we provide installments,month we provide installment,provide_plan_month_payment
7315,1, is there a 6 month pla,be there month pla,pay_subscription_month
7316,1, plan,plan,like_project_month
7319,2, but no supprt,but no supprt,like_project_month
7325,1, can i get a free demo project,can get free demo project,demo_demo_session
7328,2, what is the convenient time for the demo,what be the convenient time for the demo,demo_demo_session
7329,1, is this not video?,be this not video,like_project_month
7331,2, one to one session,one to one session,session_session_gmeet
7332,1, what is the plan for one-one sessions,what be the plan for one one session,like_project_month
7334,1, okay but after that,okay but after that,okay
7336,2, are you a student or profesional,be you student or profesional,student_email
7337,1, i am student,be student,enrol_course_student
7338,1, python and machine learniing,python and machine learniing,python_python_project
7340,1, okay but please tell me the plan,okay but please tell I the plan,like_project_month
7341,2, 12 months access is for 1080$ for students its 684$,month access be for for student its,access_access_month
7342,1, so i will have access to prerecorded video,so will have access to prerecorded video,like_project_month
7343,2, Each of the 240+projects have the following -,each of the project have the following,following_project_monnth
7345,1, can pay this per month or have to be one time payment,can pay this per month or have to be one time payment,pay_subscription_month
7346,2," not only videos you can download the codes, clarify your doubts with industry experts",not only video you can download the code clarify your doubt with industry expert,walk_insight_platform_project
7347,2, yes you can monthly also,yes you can monthly also,pay_subscription_month
7348,2, we have tie up with affirm and they convert it into installments,we have tie up with affirm and they convert it into installment,like_project_month
7349,2, based on your credit score,base on your credit score,depend_score_credit_history
7350,1, okay let me browse more and i will get back,okay let I browse more and will get back,like_project_month
7351,2, please provide me your college email id\,please provide I your college email,send_email_team
7352,1, once i will finish going through the sire i will provide,once will finish go through the sire will provide,enroll_projectpro_today_process
7353,1, let me please see the website,let I please see the website,like_project_month
7361,1, how much i need to pay for 15+ AWS Projects,how much need to pay for aw project,want_project_level
7364,1, too much,too much,like_project_month
7366,1, i am working on aws (just join company) but i need more practice  lab,be work on aw just join company but need more practice lab,like_project_month
7367,1, 15+ AWS Projects  <--- only need this,aw project only need this,like_project_month
7369,1, what is price ?,what be price,look_price_fee
7370,2, we provide access to all projects ... you can work on any of them,we provide access to all project you can work on any of they,access_access_project_year
7371,2, if you are interested in enrolling today .. we can help you with some discount offers,if you be interested in enrol today we can help you with some discount offer,help_discount_price
7372,1, finay amount please ?,finay amount please,look_price_fee
7373,1, final*,final,look_price_fee
7374,1, i need to arrange so  if i get count i will  arrange,need to arrange so if get count will arrange,like_project_month
7377,1, u can send all details on this,can send all detail on this,send_email_team
7379,2, the best offer we can provide is Rs 76000,the good offer we can provide be rs,like_project_month
7380,2, this can be paid in 12 monthly emi using any credit card,this can be pay in monthly emi use any credit card,pay_card_emi_cost
7381,2, Monthly emi will be Rs 6334,monthly emi will be rs,pay_card_emi_cost
7382,2, But offer valid only for today,but offer valid only for today,help_discount_price
7383,1, haha,haha,great
7384,1, thank  i will check,thank will check,thank_anjali_help_time
7387,1, i told u that i need to arrange,tell that need to arrange,like_project_month
7389,2, by when can you arrange,by when can you arrange,like_project_month
7390,1, 74k is  high for me,be high for I,enrol_course_student
7391,2, Its 76 k,its,like_kathamndu_shot
7392,2, you can pay in EMI every month Rs 6334,you can pay in emi every month rs,pay_card_emi_cost
7393,2, using a credit card,use credit card,use_card_credit
7394,1, if i  want  only 1 project then how much i need tp pay,if want only project then how much need tp pay,want_project_level
7395,2, we do not have ay plans as per projects,we do not have ay plan as per project,like_project_month
7396,2, Its a subscription,its subscription,pay_subscription_month
7398,1, ok u can send details over mail,ok can send detail over mail,send_email_team
7400,1, for tommoroww,for tommoroww,student_yr
7401,2, what time would you like the session to be scheduled,what time would you like the session to be schedule,like_project_month
7403,1, 7 PM IST,pm ist,like_project_month
7405,2, I will ask my tream to send an invite,will ask my tream to send an invite,send_invite_team_calendar
7406,1, thanks than see you,thank than see you,like_project_month
7407,2, We have sent an invite pleaes accept the same ..,we have send an invite pleaes accept the same,send_invite_team_calendar
7408,2, my team wull help you tomm,my team wull help you tomm,send_email_team
7412,1, Is there a free plan?,be there free plan,pay_subscription_month
7414,2, sorry..its a paid platform,sorryit pay platform,walk_insight_platform_project
7418,1, Your pricing looks expensive,your pricing look expensive,look_price_fee
7419,2, ok .. I understand,ok understand,like_project_month
7420,2," if you are looking to enroll now, we can help you with discounts",if you be look to enroll now we can help you with discount,help_discount_price
7422,2, If you can help me with your email address ... i could get you a good discount,if you can help I with your email address could get you good discount,help_discount_price
7423,1," send me the offer, I will have a look at it..",send I the offer will have look at it,send_email_team
7425,2, we can provide you a discount for $ 300 ... and the plan will be priced at $ 960 ... but you have to enroll now,we can provide you discount for and the plan will be price at but you have to enroll now,help_discount_price
7426,2," also, if you want you can also pay monthly",also if you want you can also pay monthly,pay_subscription_month
7427,2, but it depends on your credit history and there will be a small apr to it,but it depend on your credit history and there will be small apr to it,depend_score_credit_history
7428,1, It still quite expensive and unaffordable for me.,it still quite expensive and unaffordable for I,look_price_fee
7430,2, you are a working professional right ?,you be work professional right,like_project_month
7431,1, Nope,nope,nope_affiliate_universit
7432,1, Jobless,jobless,like_project_month
7433,1, Learning data science \,learn data science,look_project_data_science
7435,1, I finished my studies,finish my study,enroll_projectpro_today_process
7436,1, but taking course,but take course,enroll_projectpro_today_process
7439,1, Data science course,data science course,look_project_data_science
7440,2, do you have an edu email address,do you have an edu email address,send_email_team
7443,2, Then thats the best pricing .. $ 960 .. we do not have any lower plans,then that the good pricing we do not have any low plan,like_project_month
7444,1," Ok no worries, thank you so much",ok no worry thank you so much,thank_anjali_help_time
7445,1, Im student tho without edu address. Learning data science to get the job,student tho without edu address learn data science to get the job,look_project_data_science
