participant,original_text,text,label,label_number,type
1,not technical,technical,trial_demo_discussion,3,Response
2,clarify all your queries,clarify query,trial_demo_discussion,3,Query
1,but related to our background and expectations from this,relate background expectation,trial_demo_discussion,3,Response
1,is it possible that my friend also can join at the same time,possible friend also join time,trial_demo_discussion,3,Query
1,for the demo,demo,trial_demo_discussion,3,Query
2,can you provide your friends email,provide friend email,provide_contact,12,Response
1,I need to check with my friend if he is interested,need check friend interested,other,11,Response
1,"if yes, can I forward him?",yes forward,agree,4,Query
2,you can forward  the invite,forward invite,trial_demo_discussion,3,Response
1,"is there no free tutorial, I want to enhance my skills in azure",free tutorial want enhance skill azure,trial_demo_discussion,3,Query
1,real time projects do you have in azure,real time project azure,project_information,1,Query
1,that is good,good,agree,4,Response
1,send me url,send url,project_information,1,Response
1,in your website,website,project_information,1,Response
1,beginner level,beginner level,project_information,1,Response
1,want step by step but have programming background in web development,want step step programming background web development,project_information,1,Response
1,ASP and SQL Server,asp sql server,project_information,1,Response
1,upskill to azure,upskill azure,project_information,1,Response
1,is there a free trial,free trial,trial_demo_discussion,3,Query
1,one project,one project,project_information,1,Query
2,we do not have free trail,free trail,trial_demo_discussion,3,Response
1,i like to learn real projects,like learn real project,project_want,8,Query
1,in azure,azure,project_want,8,Query
2,we will show you azure projects,show azure project,project_information,1,Response
2,all our projects are end to end,project end end,project_information,1,Response
1,any promo,promo,discount,5,Query
1,deals?,deal,discount,5,Query
1,can you do 15 min quick demo now,min quick demo,trial_demo_discussion,3,Query
2,we can schedule at 5:45 pm UK time,schedule pm uk time,trial_demo_discussion,3,Response
2,is it fine,fine,trial_demo_discussion,3,Query
1,am waiting,wait,trial_demo_discussion,3,Response
2,we have sent you an invite,send invite,trial_demo_discussion,3,Response
1,now logged in,log,trial_demo_discussion,3,Response
1,"Hi, I am the student for Data Science and want a big data project with Spark",hi student datum science want big data project spark,client_info,6,Query
1,oh ok thnak you so much',oh ok thnak much,agree,4,Response
1,Do I need to pay to use this project?,need pay use project,cost_discussion,2,Query
2,to access the project details you have to sign up,access project detail sign,project_information,1,Response
1,I need help for my project and also for my resume later to find a job,need help project also resume later find job,project_information,1,Query
2,yes we can help you with that,yes help,agree,4,Response
1,I really appreciate you,really appreciate,project_information,1,Response
2,can we schedule a demo session ?,schedule demo session,trial_demo_discussion,3,Query
1,sure for 4 pm will be good,sure pm good,agree,4,Response
1,eastern time,eastern time,trial_demo_discussion,3,Response
1,or later,later,trial_demo_discussion,3,Response
2,4  pm est sounds perfect,pm est sound perfect,trial_demo_discussion,3,Response
1,I was looking to learn from one project - Expedia Hotel Recommendation,look learn one project expedia hotel recommendation,project_want,8,Query
1,Can I subscribe for a month? Is there a trail period that I can try?,subscribe month trail period try,cost_discussion,2,Query
2,we have annual membership plan,annual membership plan,cost_discussion,2,Response
1,Is there a sample training that I can see the contents that the projects teach?,sample training see content project teach,project_information,1,Query
1,Will the projects include code and reports?,project include code report,project_want,8,Query
1,What is Documentation?,documentation,project_information,1,Query
1,Do I require Cloud to run the projects?,require cloud run project,project_information,1,Query
2,we will help with that as well,help well,project_information,1,Response
1,Can I get a $30 discount?,get discount,discount,5,Query
2,can we schedule a demo,schedule demo,trial_demo_discussion,3,Query
1,anytime tomorrow after 1pm CST or anytime on Friday works,anytime tomorrow pm cst anytime friday work,trial_demo_discussion,3,Response
2,is 2 pm cst tomm fine ?,pm cst tomm fine,trial_demo_discussion,3,Query
1,if I login with my email id will i get $30 discount?,login email get discount,project_information,1,Query
2,dont worry .. we will help you with the discount offers in the demo session,worry help discount offer demo session,trial_demo_discussion,3,Response
1,is it possible to have the demo today?,possible demo today,trial_demo_discussion,3,Query
1,11:30am to 12pm?,pm,trial_demo_discussion,3,Query
1,CST,cst,trial_demo_discussion,3,Query
1,or 3:30pm onwards?,pm onwards,trial_demo_discussion,3,Query
2,so thats 40 mins from now ? right,min right,trial_demo_discussion,3,Query
1,they updated,update,project_information,1,Response
1,shyn,shyn,client_info,6,Response
1,looking forward to it,look forward,trial_demo_discussion,3,Response
2,we have rescheduled it to 11:30 am cst,reschedule cst,trial_demo_discussion,3,Response
1,oh its $145 per month?,oh per month,project_information,1,Query
1,omg,omg,noise,13,Response
1,I thought $145 for 6 months,think month,cost_discussion,2,Response
2,Annual plan : $ 960,annual plan,cost_discussion,2,Response
1,woah,woah,noise,13,Response
1,sorry its out of my budget,sorry budget,cost_discussion,2,Response
2,6- month plan : $ 870,month plan,project_information,1,Response
1,It's regarding the plan. Suppose i buy the annual plan and I cancel it after using it for 1 week. What happens in such situation?,regard plan suppose buy annual plan cancel use week happen situation,project_information,1,Query
2,As per our refund policy you will get a refund,per refund policy get refund,refund_info,9,Response
1,And I am choosing EMI option. So the bill will be cancelled automatically?,choose emi option bill cancel automatically,cost_discussion,2,Query
2,correct,correct,agree,4,Response
2,yes thats right,yes right,agree,4,Response
2,have you spoken with anyone from our team so far ?,speak anyone team far,send_email,10,Query
1,Yes i did,yes,agree,4,Response
2,your name pls,name pls,trial_demo_discussion,3,Query
1,Just fews last min questions i had which i forgot to ask,fews last min question forget ask,project_information,1,Query
1,Also if one uses this portal extensively for 3 months and after that he does not find the need of this portal...then also he can ask for the refund right?,also one use portal extensively month find need portalthen also ask refund right,refund_info,9,Query
2,that is correct yes,correct yes,agree,4,Response
1,So there are no terms and conditions involved behind this 90 days policy?,term condition involve behind day policy,refund_info,9,Query
1,If i cancel the plan after using for 6 months....i will be charged for 6 months only..correct?,cancel plan use monthsi charge month onlycorrect,project_information,1,Query
2,if you cancel after 3 months - you will be charged for the full 12 months,cancel month charge full month,cost_discussion,2,Response
1,Okayy,okayy,agree,4,Response
1,Got it,get,agree,4,Response
1,In the payment link,payment link,cost_discussion,2,Response
1,Iconiq skills India private limited,iconiq skill india private limited,project_information,1,Response
1,is mentioned,mention,project_information,1,Response
2,thats our company name,company name,trial_demo_discussion,3,Response
1,Okk..,okk,agree,4,Response
1,Anything else you would like to tell...I will enroll by today eod,anything else would like telli enroll today eod,project_information,1,Query
2,not really,really,agree,4,Response
2,i think you have covered all points,think cover point,project_information,1,Response
1,One more thing...I am gonna pay using EMI option,one thingi go pay use emi option,cost_discussion,2,Response
1,Through my credit card,credit card,cost_discussion,2,Response
2,that fine,fine,agree,4,Response
1,So will all the whole amount get deducted in once ?,whole amount get deduct,project_information,1,Query
1,or monthly?,monthly,project_information,1,Query
1,I have paid the enrollment fees.,pay enrollment fee,project_information,1,Response
2,Thank you for completing the enrollment,thank complete enrollment,agree,4,Response
2,My team is activating your account,team activate account,project_information,1,Response
2,Is this your email address,email address,send_email,10,Query
2,We have activated your account,activate account,project_information,1,Response
2,please sign in using the email address as your user id and reset the password by clicking on forgot password,please sign use email address user reset password click forgot password,project_information,1,Response
1,ProjectPro is very interesting but equally expensive for me as a student,projectpro interesting equally expensive student,project_information,1,Response
1,is there a monthly pay plan?,monthly pay plan,project_information,1,Query
2,we dont have a monthly plan,monthly plan,project_information,1,Response
2,but can help you with student discount,help student discount,discount,5,Response
2,please provide me your college email id,please provide college email,send_email,10,Query
1,"thanks... Still, I will have to discuss with family and get back on this...",thank still discuss family get back,agree,4,Response
1,how do I avail this discount?,avail discount,discount,5,Query
2,our team has dropped you an email,team drop email,project_information,1,Response
2,you can revert back,revert back,trial_demo_discussion,3,Response
1,ok... thanks for the discount... is there anyway we can make it a 6month plan? 500USD is still expensive for me :(,ok thank discount anyway make month plan usd still expensive,cost_discussion,2,Query
2,sorry we dont have any such plans,sorry plan,project_information,1,Response
1,its ok...,ok,agree,4,Response
1,will discuss and get back...,discuss get back,project_information,1,Response
1,I haven't got an email yet,get email yet,send_email,10,Query
2,to this email,email,send_email,10,Response
2,they have send,send,project_information,1,Response
1,not yet... I just got the welcome mail,yet get welcome mail,send_email,10,Response
2,she has dropped an email,drop email,send_email,10,Response
2,can you confirm,confirm,project_information,1,Query
1,just got it... but nothing mentioned about how to avail the discount?,get nothing mention avail discount,discount,5,Response
2,you need to confirm back,need confirm back,project_information,1,Response
2,then we will procide the payment link,procide payment link,cost_discussion,2,Response
1,and its valid only for a day... I need at least two weeks please to decide,valid day need least two week please decide,cost_discussion,2,Query
2,The current student discounted price is 619$,current student discount price,discount,5,Response
2,i have given you last months student discount offer,give last month student discount offer,discount,5,Response
2,since you were keen,since keen,project_information,1,Response
1,will try my best but not sure if I will get a decision in a day,try good sure get decision day,project_information,1,Response
2,let me arrange a call,let arrange call,trial_demo_discussion,3,Response
2,they can help you with payment options,help payment option,cost_discussion,2,Response
1,thank you... gtg now,thank gtg,will_get_back,15,Response
2,syre,syre,noise,13,Response
1,I am a student.  Do you have any promotion for students?,student promotion student,client_info,6,Query
2,for students 519$,student,cost_discussion,2,Response
2,access,access,project_information,1,Response
1,"Hi, I am a student, can you do monthly?",hi student monthly,cost_discussion,2,Query
2,we dont have monthly,monthly,cost_discussion,2,Response
2,Are you from India,india,client_info,6,Query
1,Sri Lanka,sri lanka,client_info,6,Response
2,no we don't have monthly  option single shot payment,monthly option single shot payment,cost_discussion,2,Response
1,"okay, thank you.  Is it USD or CAD?",okay thank usd cad,cost_discussion,2,Query
2,USD,usd,cost_discussion,2,Response
1,Do I have money back guaranty,money back guaranty,refund_info,9,Query
2,90 days no question complete refund policy is applicable,day question complete refund policy applicable,refund_info,9,Response
2,if you dont find the value  you can cancel the subscription and take a complete refund,find value cancel subscription take complete refund,refund_info,9,Response
1,If you could get little bit more discount I can subscribe now.,could get little bit discount subscribe,discount,5,Query
2,its a highly discounted price,highly discount price,discount,5,Response
2,iand its a student offer,iand student offer,discount,5,Response
2,i cant reduce the price,reduce price,discount,5,Response
1,per month?,per month,cost_discussion,2,Query
2,and we dont have monthly option,monthly option,cost_discussion,2,Response
1,"sure, How do I subscribe?",sure subscribe,enrollment,7,Query
2,enroll using your college email,enroll use college email,enrollment,7,Response
2,here is the link,link,enrollment,7,Response
2,once you enroll i will raise a 20$ cash back which will get credited to your card with in 24 hours,enroll raise cash back get credit card hour,enrollment,7,Response
1,"can you explain me more why you are different from others, thanks",explain different thank,project_information,1,Query
2,Hi',hi,greetings,14,Query
2,all oyur projects are end to end,oyur project end end,project_information,1,Response
1,I am looking to learn cloud data warehousing with industry examples,look learn cloud datum warehousing industry example,project_information,1,Query
1,I don’t see anything on snowflake,see anything snowflake,project_information,1,Query
1,"I see its 160$, its a bit expensive",see bit expensive,cost_discussion,2,Query
1,I want to get access to this https://www.projectpro.io/project-use-case/snowflake-real-time-data-warehouse-project-for-beginners,want get access,cost_discussion,2,Query
1,do you have anything cheaper plans 80$ per month or something,anything cheap plan per month something,cost_discussion,2,Query
2,You have to enroll to access ..,enroll access,project_information,1,Response
2,we do not have monthky plans,monthky plan,project_information,1,Response
2,"if you enroll now , we can help you with a discount of $ 200",enroll help discount,discount,5,Response
2,and make it $ 876,make,cost_discussion,2,Response
1,so can I pay monthly for that like 876/12,pay monthly like,cost_discussion,2,Query
2,we have collaboration with Affirm,collaboration affirm,cost_discussion,2,Response
1,thats a credit check again.,credit check,cost_discussion,2,Response
2,thru which you can get part payment options,thru get part payment option,cost_discussion,2,Response
2,it will depend on your credit history,depend credit history,cost_discussion,2,Response
2,you could go for monthly payment plan,could go monthly payment plan,cost_discussion,2,Response
2,We provide an unlimited no questions asked refund - you may sign up and if you don't think we are adding value to you - you can ask for a full refund within 90 days,provide unlimited question ask refund may sign think add value ask full refund within day,refund_info,9,Response
1,"sounds intresting, can you call me on . I would like to learn more about your approaches",sound intreste call would like learn approach,trial_demo_discussion,3,Query
1,what makes you different from other training websites,make different training website,project_information,1,Query
1,"every one one the market says they have real time examples, but if I go to interviews that really doesn’t help me",every one one market say real time example go interview really help,project_information,1,Query
1,"is this a kind of training, or self learning with the examples you have",kind training self learn example,project_information,1,Query
2,thats why we can help you understand the platform better in the demo,help understand platform well demo,trial_demo_discussion,3,Response
2,self learning,self learn,project_information,1,Response
1,also do I need to learn the tools first to start with you!,also need learn tool first start,project_information,1,Query
2,all the projects are self contained,project self contain,project_information,1,Response
1,sure I will go through them now,sure go,agree,4,Response
1,so do I need to learn the topics before starting my training here,need learn topic start training,project_information,1,Query
2,if you need theoritocal knowledge you will get that on our platform,need theoritocal knowledge get platform,project_information,1,Response
2,if needed,need,project_information,1,Response
1,how about snowflake?,snowflake,project_information,1,Query
2,we have detailed projects in snowflake as well,detailed project snowflake well,project_information,1,Response
2,we can do it today or tomm,today tomm,trial_demo_discussion,3,Response
1,sure can you schedule tomorrow at 11am cst please,sure schedule tomorrow cst please,trial_demo_discussion,3,Response
2,My team has sent you an invite .. please acceptbthe same,team send invite please acceptbthe,trial_demo_discussion,3,Response
1,I want to do Pyspark Project So i can mentioned in my CV,want pyspark project mention cv,project_information,1,Query
1,Plz guide me,plz guide,project_information,1,Query
2,list of pyspark projects,list pyspark project,project_information,1,Response
1,When can we schedule it?,schedule,trial_demo_discussion,3,Query
2,"if you are available now , ,my team can help you",available team help,send_email,10,Response
2,or whatever time you recommend,whatever time recommend,project_information,1,Response
2,"we also have discount offer going if you enroll, today",also discount offer go enroll today,discount,5,Response
1,"ok schedule a call now, and what is the charges",ok schedule call charge,cost_discussion,2,Query
2,"if you enroll today , we can help you with a discount of Rs 6000",enroll today help discount rs,discount,5,Response
1,Very expensive,expensive,project_information,1,Response
2,we also have 12 month no cost emi using a credit card,also month cost emi use credit card,cost_discussion,2,Response
1,How many projects in that,many project,project_information,1,Query
2,"as of now , we have 204 projects",project,project_information,1,Response
2,and we add 15-20 more projects every month,add project every month,project_information,1,Response
1,Here are Telecom domain related projects,telecom domain relate project,project_want,8,Response
2,we can show the projects in the demo session,show project demo session,trial_demo_discussion,3,Response
1,Schedule call now,schedule call,trial_demo_discussion,3,Response
1,and will get discount on EMI option also,get discount emi option also,cost_discussion,2,Response
1,suppose 6000/Month option,suppose month option,cost_discussion,2,Response
1,i have to pay for 11 months,pay month,cost_discussion,2,Response
2,with the discount emi will be Rs 5500 per month,discount emi rs per month,cost_discussion,2,Response
2,for 12 months,month,project_information,1,Response
2,My team conduct the session at 8 pm .. 10 mins from now,team conduct session pm min,send_email,10,Response
1,What is best final discount,good final discount,discount,5,Query
2,Thats the offer we have now ...,offer,project_information,1,Response
2,but if there is any more discount .. my team will help you in the demo,discount team help demo,trial_demo_discussion,3,Response
1,"ok, There is also learning sessions in that",ok also learn session,project_information,1,Response
1,I m 13 Years of  experience in telecom Domain,year experience telecom domain,client_info,6,Response
2,"My team has sent you the invite , please accept the same ..",team send invite please accept,trial_demo_discussion,3,Response
1,hy,hy,greetings,14,Query
1,for choosing the personal 6 month plan. should i get the sourcecode for each projects..?,choose personal month plan get sourcecode project,project_information,1,Query
2,yes you will get,yes get,agree,4,Response
2,their is a discount going on for 12 months,discount go month,project_information,1,Response
2,6 months wont provide industry expert session,month provide industry expert session,project_information,1,Response
1,is there any option to pay montly>,option pay montly,project_information,1,Query
1,monthly?,monthly,project_information,1,Query
2,we dont have monthly option,monthly option,cost_discussion,2,Response
1,yesx,yesx,agree,4,Response
2,we provide installment options for indians,provide installment option indian,cost_discussion,2,Query
2,can i arrange a call to explain,arrange call explain,trial_demo_discussion,3,Query
1,wow.. nice.,wow nice,project_information,1,Response
1,could you please explain via chat,could please explain via chat,agree,4,Query
2,do you have a creditcard,creditcard,cost_discussion,2,Query
2,Indian credit card,indian credit card,cost_discussion,2,Query
2,12 months access is for 72000/- which will be divided into 12 no cost EMI,month access divide cost emi,cost_discussion,2,Response
2,so per month it will be 6000/-,per month,cost_discussion,2,Response
1,what about 6 month plan,month plan,cost_discussion,2,Query
2,6 month plan is for 66000/-,month plan,cost_discussion,2,Response
2,with 6 emi,emi,cost_discussion,2,Response
2,no expert session,expert session,project_information,1,Response
2,wont be able to access the  new projects that we add month on month,able access new project add month month,project_information,1,Response
2,12 months the discounted price is 64800/- with 12 no cost emi,month discount price cost emi,cost_discussion,2,Response
2,5400/- per month offer valid till 13/05/2022 till 10 PM IST,per month offer valid till till pm ist,cost_discussion,2,Response
1,ok.. each project have the sourcecode and reports also?,ok project sourcecode report also,project_want,8,Query
2,"source codes  , data set, you can down load",source code datum set load,project_information,1,Response
2,would you like to enroll.,would like enroll,enrollment,7,Query
1,actually yes.. but not today..,actually yes today,enrollment,7,Response
1,will contact soon.,contact soon,will_get_back,15,Response
1,thanks for helping,thank help,agree,4,Response
1,90 day refund guarantee. ???,day refund guarantee,refund_info,9,Query
2,if you enroll with us and if you feel that we are not adding value then you can cancel the services and take a complete refund,enroll feel add value cancel service take complete refund,refund_info,9,Response
1,yes.,yes,agree,4,Response
1,tomorrow.,tomorrow,trial_demo_discussion,3,Response
1,indian time - 6 ?,indian time,trial_demo_discussion,3,Response
1,i'm in uk now.,uk,trial_demo_discussion,3,Response
2,are you available any time today,available time today,trial_demo_discussion,3,Query
2,late evening,late evening,trial_demo_discussion,3,Response
1,at what time.?,time,trial_demo_discussion,3,Query
2,uk time,uk time,trial_demo_discussion,3,Response
2,so you can give your conveninet time,give conveninet time,trial_demo_discussion,3,Response
1,okay.. so could you please arrange demo at 8o'clock UK time,okay could please arrange demo oclock uk time,trial_demo_discussion,3,Query
1,how will you arrange demo?,arrange demo,trial_demo_discussion,3,Query
1,okay.. thankyou.,okay thankyou,trial_demo_discussion,3,Response
2,you will get an invitation,get invitation,trial_demo_discussion,3,Response
1,Hi do you have azure data lake projects ?,hi azure data lake project,project_information,1,Query
1,I mean projects and architecture as well as real time projects,mean project architecture well real time project,project_information,1,Query
1,I mean industry based use cases,mean industry base use case,project_information,1,Query
2,even you will find the azure ones also,even find azure one also,project_information,1,Response
1,ok good... what plan will be good for me,ok good plan good,project_information,1,Query
1,I am a Data scientist but I have a project as a Data engineer,data scientist project data engineer,project_want,8,Query
2,we have 2 plans 12 months and 6 months . price wise their is hardly any difference,plan month month price wise hardly difference,cost_discussion,2,Response
2,12 months will be more useful for you,month useful,project_information,1,Response
2,if you have any doubts or need guidance on  your project you can connect with an expert and take their guidence,doubt need guidance project connect expert take guidence,project_want,8,Response
2,clarify your queries,clarify query,project_information,1,Response
2,unlimittd sessions,unlimittd session,project_information,1,Response
1,Ok but what I need several production oriented uses case ...,ok need several production orient use case,project_want,8,Query
2,yes we have 230+ projects and we add 15 to 20 new projects every month,yes project add new project every month,project_want,8,Response
1,I am already working in the industry so I just want to extend my experience ..,already work industry want extend experience,project_information,1,Response
1,so I does 1 year cost,year cost,cost_discussion,2,Response
2,so total 200$ discount on current price,total discount current price,project_information,1,Response
1,"ok, can I see a project demo?",ok see project demo,trial_demo_discussion,3,Query
2,when are you available,available,project_information,1,Query
2,we have a slot available post 30 minutes,slot available post minute,project_information,1,Response
2,are you fine with that,fine,agree,4,Query
1,"Hi, could you introduce about the price and payment? Thank you!",hi could introduce price payment thank,cost_discussion,2,Query
1,Python,python,project_information,1,Response
1,"thank you! so, it's the payment for membership.",thank payment membership,agree,4,Response
1,unlimited access?,unlimited access,project_information,1,Query
2,and we are currently running with some discounts,currently run discount,discount,5,Response
1,Could you introduce how these project were created? Are they from inductry?,could introduce project create inductry,project_information,1,Query
2,to get an insight of our platform,get insight platform,project_information,1,Query
2,are you available now for a 20 minutes demo session,available minute demo session,trial_demo_discussion,3,Query
1,"So, the demo is access limited considering time?",demo access limited consider time,trial_demo_discussion,3,Query
2,its agoogle meet session,agoogle meet session,trial_demo_discussion,3,Response
2,one on one,one one,trial_demo_discussion,3,Response
1,Could I try the demo around 7pm tomorrow? thank you,could try demo around pm tomorrow thank,trial_demo_discussion,3,Query
2,will send you a calendar invitation for the same,send calendar invitation,trial_demo_discussion,3,Response
1,Do you accept PayPal Credit?,accept paypal credit,cost_discussion,2,Query
2,yes you can pay thru paypal,yes pay thru paypal,cost_discussion,2,Response
1,"I'm interested in the Annual Plan, but when I go to the checkout, it's requesting for credit card.. I don't see an option for PayPal.. Do you have a link to where I can checkout via paypal?",interested annual plan go checkout requesting credit card see option paypal link checkout via paypal,cost_discussion,2,Query
2,sure .. Let me get the paypal details sent ..,sure let get paypal detail send,cost_discussion,2,Response
2,could you pls help me with your email address ?,could pls help email address,cost_discussion,2,Query
2,Please process the payment to omair@dezyre.com,please process payment omairdezyrecom,cost_discussion,2,Response
2,"if you process it now, we can activate your services",process activate service,cost_discussion,2,Response
1,who is omair@deszyre.com?,omairdeszyrecom,cost_discussion,2,Query
2,Omair is our co founder ...The paypal payment are process using the details,omair co founder paypal payment process use detail,cost_discussion,2,Response
2,omair@dezyre.com,omairdezyrecom,cost_discussion,2,Response
1,"so after I log into PayPal, where should I go?",log paypal go,cost_discussion,2,Query
2,you go to send payment,go send payment,cost_discussion,2,Response
2,and enter the email address,enter email address,cost_discussion,2,Response
1,"And I have to default my preferred payment to PayPal Credit, too ? Correct?",default preferred payment paypal credit correct,cost_discussion,2,Query
2,yes for this payment if you are using that feature of paypal,yes payment use feature paypal,cost_discussion,2,Response
1,"Just to confirm, $1260 for Annual Pass?",confirm annual pass,cost_discussion,2,Query
2,Personal Annual Subscription,personal annual subscription,cost_discussion,2,Response
1,"Before I process, if I want to process a refunde within 90 days, how do I do that?",process want process refunde within day,refund_info,9,Query
2,you have to send us an email,send email,send_email,10,Response
1,Can you share the email please?,share email please,send_email,10,Query
2,our support team  care@projectpro.io,support team careprojectproio,send_email,10,Response
1,got it. thanks,get thank,agree,4,Response
1,I just sent. Please confirm your end.,send please confirm end,enrollment,7,Response
1,"Please let me when I can access.  Also, will I get an email confirmation?",please let access also get email confirmation,enrollment,7,Query
2,is it possible to send a screenshot as well if possible ?,possible send screenshot well possible,send_email,10,Query
1,I just sent the screenshot to care email.,send screenshot care email,send_email,10,Response
2,we have activated your services ...,activate service,enrollment,7,Response
1,"ok.. let me try to log out, and login",ok let try log login,enrollment,7,Response
1,please hold,please hold,enrollment,7,Response
2,Please use your email address as user id,please use email address user,enrollment,7,Response
2,and reset your password by clicking in forgot password,reset password click forgot password,enrollment,7,Response
1,"ok, one moment",ok one moment,enrollment,7,Response
2,also is it possible to send the screenshot email to my team shyn@projectpro.io,also possible send screenshot email team shynprojectproio,send_email,10,Query
1,Well if you guys keep on increasing prices who will buy ??,well guy keep increase price buy,cost_discussion,2,Query
1,I saw  the prices about $700 4-5 months back and now its $1260,see price month back,cost_discussion,2,Query
2,whenever we release new projects ... the pricing increases,whenever release new project pricing increase,project_information,1,Response
2,Then we had only 120 projects,project,project_information,1,Response
2,now we have more than 210 projects,project,project_information,1,Response
1,so who got an access back then got it cheaper for over 210 projects,get access back get cheap project,project_want,8,Response
2,even now ... every month we release 15 projects,even every month release project,project_information,1,Response
1,Are we seeing any discounts in future ?,see discount future,discount,5,Query
2,"if you are interested in enrolling now , i can help you with a discount",interested enrol help discount,discount,5,Response
1,How many Big data projects you are releasing every month ?,many big data project release every month,project_want,8,Query
1,How much would be the discount ?,much would discount,discount,5,Query
2,"If you enroll now , we can give the annual plan at $ 1080",enroll give annual plan,project_information,1,Response
1,How many BIg Data projects you are releasing each month ?,many big data project release month,project_want,8,Query
2,atleast 8-9 projects,atleast project,project_information,1,Response
1,Can i pay half for a 6 month ?,pay half month,cost_discussion,2,Query
2,we do have such a plan,plan,project_information,1,Response
2,we have 6 month plan .. it will cost you almost the same,month plan cost almost,cost_discussion,2,Response
1,Also how many Big Data projects you have currently ?,also many big data project currently,project_want,8,Query
2,we have 105 projects,project,project_information,1,Response
1,"So lets assume your charges were $700 for a year 120 projects for about 6 months ago, and still Big Data has only 105 projects currently then Why there is no difference in prices for a module level ?",let assume charge year project month ago still big datum project currently difference price module level,project_want,8,Query
1,I mean who ever working in Big data is not going to use Data scientists projects correct,mean ever work big datum go use datum scientist project correct,project_want,8,Query
2,then the bi g data projects were 60-62,bi data project,project_information,1,Response
1,why not keep separate module and lowering the prices,keep separate module lower price,project_information,1,Query
1,"if someone like me is only interested in Big data then please consider lowering the prices may be lets assume put it on a demand wise solutions, as if 10 projects for $200 ..",someone like interested big datum please consider lower price may let assume put demand wise solution project,project_information,1,Query
2,i understand .. but we do not have such plans,understand plan,project_information,1,Response
1,"as working professionals are not gonna finish everything in 6 months right, we only get 5 hours a week to use on certain projects would take at least 1 month to complete a 2 project  means i could only complete about 12 projects in 6 months then why should i pay 1100 for 110 projects",work professional go finish everything month right get hour week use certain project would take least month complete project mean could complete project month pay project,project_want,8,Response
1,I mean if any of your policies changes relating to prices please email at,mean policy change relate price please email,cost_discussion,2,Response
2,sure ...,sure,agree,4,Response
2,i dont think there will be any change ...but,think change,project_information,1,Response
2,"if you are interetsed in enrolling now , i can try and get an approval for $ 960 for annual plan",interetse enrol try get approval annual plan,project_information,1,Response
1,"I can pay $500 , let me know if that works well for you, email me,  thank you and have a good one✌️",pay let know work well email thank good one,send_email,10,Response
2,sorry .. we do not have such low pricing .. Thanks,sorry low pricing thank,cost_discussion,2,Response
1,does it have sourcecode and guide to sett up,sourcecode guide sett,project_information,1,Query
1,and how to access ?,access,project_information,1,Query
1,"after enroll, I can download sourcecode as much as i can ?",enroll download sourcecode much,project_information,1,Query
1,"Thank you, got it",thank get,agree,4,Response
2,will tag you with discounts,tag discount,discount,5,Response
1,I am a mst student as well as an engineer.,mst student well engineer,project_want,8,Response
2,can you help me with your student email,help student email,send_email,10,Query
1,What is the cheapest solution?,cheap solution,cost_discussion,2,Query
2,student discounted price is 850$ but we were  having an offer which ended but if you are keen  to enroll today I can help you with that price.,student discount price offer end keen enroll today help price,discount,5,Response
2,this is an offer,offer,project_information,1,Response
1,"currently, I only need above project",currently need project,project_want,8,Response
1,I am not sure what other benefit and do i need more,sure benefit need,project_information,1,Response
1,what are the main benefit if I enroll ?,main benefit enroll,project_information,1,Query
2,access to projects,access project,project_information,1,Response
2,end to end solved industrial projects,end end solve industrial project,project_information,1,Response
1,got it.,get,project_information,1,Response
1,I will Get a Free Demo and evaluate first. After look over I will make decission,get free demo evaluate first look make decission,trial_demo_discussion,3,Response
1,Please enter 10 digit number,please enter digit number,provide_contact,12,Query
1,"when i input my phone, it is error.",input phone error,other,11,Query
1,does it take time ?,take time,trial_demo_discussion,3,Query
1,"if possible, please make a demo acc with above infor",possible please make demo acc infor,trial_demo_discussion,3,Response
1,I check in someday because I am in biz trip.,check someday biz trip,trial_demo_discussion,3,Response
2,we dont provide any trial to our platform,provide trial platform,trial_demo_discussion,3,Response
1,after some days I enroll if it is beneficial enough,day enroll beneficial enough,enrollment,7,Response
1,do you have any thing to show the benefit ?,thing show benefit,project_information,1,Query
2,we dont provide trial to our platform since we have this 90 days no question complete refund policy,provide trial platform since day question complete refund policy,refund_info,9,Response
1,I just want to see this,want see,project_information,1,Query
2,exactly for that only i am asking your conveninet time for a demo,exactly ask conveninet time demo,trial_demo_discussion,3,Query
1,how do you demo and how long does it take,demo long take,trial_demo_discussion,3,Query
1,wait a minute,wait minute,trial_demo_discussion,3,Response
1,How about 8am 11st Jun (tomorrow). Vietnam time,st jun tomorrow vietnam time,trial_demo_discussion,3,Query
2,you will receive an invitation,receive invitation,trial_demo_discussion,3,Response
1,you send email ?,send email,send_email,10,Query
1,pleaese also cc,pleaese also cc,trial_demo_discussion,3,Response
1,is it fre ?,fre,cost_discussion,2,Query
2,sorry its a paid service,sorry pay service,cost_discussion,2,Response
1,charges ?,charge,cost_discussion,2,Query
1,pyspark and powerbi,pyspark powerbi,project_information,1,Response
1,Azure,azure,project_information,1,Response
2,12 months access is 84000/- with 12 no cost emi,month access cost emi,cost_discussion,2,Response
2,their are some discounts going on,discount go,discount,5,Response
1,in 84k can i access all projects ?,ok access project,project_want,8,Query
1,videos ?,video,project_information,1,Query
2,you can access all the projects,access project,project_want,8,Response
1,livesupport ?,livesupport,project_information,1,Query
1,what is life time plan ?,life time plan,project_information,1,Query
1,any corporate plan ?,corporate plan,project_information,1,Query
